eid,region,model,status,n,ve_raw,ve_linear_recal,corr
1191f865-b10a-45c8-9c48-24a980fd9402,MOs,standard,ok_ood_behavior_core_checkpoint,944.0,-0.19683532974924112,0.1043921102617521,-0.323097679133961
1191f865-b10a-45c8-9c48-24a980fd9402,MOs,pc,ok_ood_behavior_core_checkpoint,944.0,0.16671411951385307,0.27377219776801387,0.5232324509890551
1191f865-b10a-45c8-9c48-24a980fd9402,MOs,bayes,ok_ood_behavior_core_checkpoint,944.0,-0.3229161262590141,0.10198438279588584,0.31934993783604504
1191f865-b10a-45c8-9c48-24a980fd9402,vlOFC_orbvl,standard,ok_ood_behavior_core_checkpoint,944.0,-0.12029358679709823,0.21227938835791393,-0.4607378738045245
1191f865-b10a-45c8-9c48-24a980fd9402,vlOFC_orbvl,pc,ok_ood_behavior_core_checkpoint,944.0,0.2994886793049756,0.31599718208008787,0.5621362664693391
1191f865-b10a-45c8-9c48-24a980fd9402,vlOFC_orbvl,bayes,ok_ood_behavior_core_checkpoint,944.0,0.3352878653006033,0.3927158413889271,0.6266704408131336
