eid,region,model,status,n,ve_raw,ve_linear_recal,corr,confirmatory
1191f865-b10a-45c8-9c48-24a980fd9402,MOs,standard,ok_ood_behavior_core_checkpoint,944.0,-0.1968353297492411,0.1043921102617521,-0.323097679133961,False
1191f865-b10a-45c8-9c48-24a980fd9402,MOs,pc,ok_ood_behavior_core_checkpoint,944.0,0.166714119513853,0.2737721977680138,0.5232324509890551,False
1191f865-b10a-45c8-9c48-24a980fd9402,MOs,bayes,ok_ood_behavior_core_checkpoint,944.0,-0.3229161262590141,0.1019843827958858,0.319349937836045,False
1191f865-b10a-45c8-9c48-24a980fd9402,vlOFC_orbvl,standard,ok_ood_behavior_core_checkpoint,944.0,-0.1202935867970982,0.2122793883579139,-0.4607378738045245,False
1191f865-b10a-45c8-9c48-24a980fd9402,vlOFC_orbvl,pc,ok_ood_behavior_core_checkpoint,944.0,0.2994886793049756,0.3159971820800878,0.5621362664693391,False
1191f865-b10a-45c8-9c48-24a980fd9402,vlOFC_orbvl,bayes,ok_ood_behavior_core_checkpoint,944.0,0.3352878653006033,0.3927158413889271,0.6266704408131336,False
